MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:88224	C1qb	complement component 1, q subcomponent, beta polypeptide	4		synapse pruning	happens in frontal cortex,happens in hippocampal formation		IGI	P98086 Q02105 	J:269645 	
MGI:88225	C1qc	complement component 1, q subcomponent, C chain	4		synapse pruning	happens in frontal cortex,happens in hippocampal formation		IGI	P14106 P98086 	J:269645 	
MGI:1344400	C1ql1	complement component 1, q subcomponent-like 1	11		maintenance of synapse structure	happens in cerebellum molecular layer		IMP	MGI:5708580 	J:219706 	
MGI:1344400	C1ql1	complement component 1, q subcomponent-like 1	11		regulation of synapse pruning	happens in cerebellar climbing fiber to Purkinje cell synapse		IDA		J:219706 	
MGI:1344400	C1ql1	complement component 1, q subcomponent-like 1	11		regulation of synapse pruning	happens in cerebellar climbing fiber to Purkinje cell synapse		IMP		J:219706 	
MGI:3032521	C1ql2	complement component 1, q subcomponent-like 2	1		postsynaptic density assembly	happens in glutamatergic synapse,happens in hippocampal formation		IDA		J:239574 	
MGI:3032521	C1ql2	complement component 1, q subcomponent-like 2	1		postsynaptic density assembly	happens in glutamatergic synapse,happens in hippocampal formation		IMP		J:239574 	
MGI:3032521	C1ql2	complement component 1, q subcomponent-like 2	1		regulation of synapse maturation	happens in cerebellar climbing fiber to Purkinje cell synapse		IDA		J:219706 	
MGI:3032521	C1ql2	complement component 1, q subcomponent-like 2	1		regulation of synapse maturation	happens in cerebellar climbing fiber to Purkinje cell synapse		IMP		J:219706 	
MGI:2387350	C1ql3	C1q-like 3	2		postsynaptic density assembly	happens in glutamatergic synapse,happens in hippocampal formation		IDA		J:239574 	
MGI:2387350	C1ql3	C1q-like 3	2		postsynaptic density assembly	happens in glutamatergic synapse,happens in hippocampal formation		IMP		J:239574 	
MGI:2387350	C1ql3	C1q-like 3	2		regulation of synapse organization			IDA		J:169094 	
MGI:88227	C3	complement component 3	17		complement-mediated synapse pruning	is a part of vertebrate eye-specific patterning,is a part of neuron remodeling,happens in dorsal lateral geniculate nucleus		IMP		J:137589 	
MGI:88232	C5ar1	complement component 5a receptor 1	7		presynapse organization	happens in hippocampal formation		IGI	P05067 	J:151661 	
MGI:1352750	Cabp1	calcium binding protein 1	5		modification of postsynaptic actin cytoskeleton	happens in glutamatergic synapse,happens in hippocampal formation		IDA		J:261692 	
MGI:1352750	Cabp1	calcium binding protein 1	5		modification of postsynaptic actin cytoskeleton	happens in glutamatergic synapse,happens in hippocampal formation		IMP		J:261692 	
MGI:109482	Cacna1a	calcium channel, voltage-dependent, P/Q type, alpha 1A subunit	8		synapse assembly	happens in Purkinje cell,happens in cerebellum		IMP	MGI:1856211 	J:55268 	
MGI:109482	Cacna1a	calcium channel, voltage-dependent, P/Q type, alpha 1A subunit	8		synapse assembly	happens in Purkinje cell,happens in cerebellum		IMP	MGI:2181384 	J:90116 	
MGI:88294	Cacna1s	calcium channel, voltage-dependent, L type, alpha 1S subunit	1		neuromuscular junction development			IMP	MGI:1856326 	J:6592 	
MGI:88294	Cacna1s	calcium channel, voltage-dependent, L type, alpha 1S subunit	1		neuromuscular junction development			IMP	MGI:1856326 	J:7295 	
MGI:88294	Cacna1s	calcium channel, voltage-dependent, L type, alpha 1S subunit	1		neuromuscular junction development			IMP	MGI:1856326 	J:7296 	
MGI:1929813	Cacna2d2	calcium channel, voltage-dependent, alpha 2/delta subunit 2	9		neuromuscular junction development			IMP	MGI:1856022 	J:121463 	
MGI:1338890	Cacna2d3	calcium channel, voltage-dependent, alpha2/delta subunit 3	14		regulation of presynapse organization	happens in GABA-ergic synapse,happens in corpus striatum		IDA		J:274323 	
MGI:1338890	Cacna2d3	calcium channel, voltage-dependent, alpha2/delta subunit 3	14		regulation of presynapse organization	happens in GABA-ergic synapse,happens in corpus striatum		IMP		J:274323 	
MGI:103301	Cacnb4	calcium channel, voltage-dependent, beta 4 subunit	2		neuromuscular junction development			IMP	MGI:1856936 	J:121463 	
MGI:1316660	Cacng2	calcium channel, voltage-dependent, gamma subunit 2	15		neuromuscular junction development			IMP	MGI:1856548 	J:121463 	
MGI:1889272	Cadm1	cell adhesion molecule 1	9		maintenance of postsynaptic specialization structure	happens in hippocampal formation,happens in Schaffer collateral - CA1 synapse		IDA		J:167742 	
MGI:1889272	Cadm1	cell adhesion molecule 1	9		maintenance of postsynaptic specialization structure	happens in hippocampal formation,happens in Schaffer collateral - CA1 synapse		IMP		J:167742 	
MGI:1889272	Cadm1	cell adhesion molecule 1	9		presynapse assembly	happens in glutamatergic synapse,happens in hippocampal formation		IDA		J:78720 	
MGI:1889272	Cadm1	cell adhesion molecule 1	9		presynapse assembly	happens in glutamatergic synapse,happens in hippocampal formation		IMP		J:78720 	
MGI:1889272	Cadm1	cell adhesion molecule 1	9		synapse assembly	happens in hippocampal formation,happens in Schaffer collateral - CA1 synapse		IDA		J:167742 	
MGI:1889272	Cadm1	cell adhesion molecule 1	9		synapse assembly			IDA		J:78720 	
MGI:1889272	Cadm1	cell adhesion molecule 1	9		synapse assembly	happens in Schaffer collateral - CA1 synapse,happens in hippocampal formation		IMP		J:167742 	
MGI:1889272	Cadm1	cell adhesion molecule 1	9		synaptic membrane adhesion	happens in forebrain		IDA		J:263432 	
MGI:1889272	Cadm1	cell adhesion molecule 1	9		synaptic membrane adhesion	happens in forebrain		IEP		J:263432 	
MGI:1098535	Camk1	calcium/calmodulin-dependent protein kinase I	6		positive regulation of synapse structural plasticity			IEA	ENSP00000256460 Q14012 	J:342605 	
MGI:1098535	Camk1	calcium/calmodulin-dependent protein kinase I	6		positive regulation of synapse structural plasticity			ISO	Q14012 	J:164563 	
MGI:1098535	Camk1	calcium/calmodulin-dependent protein kinase I	6		positive regulation of synapse structural plasticity			ISS	Q14012 	J:342587 	
MGI:1098535	Camk1	calcium/calmodulin-dependent protein kinase I	6		regulation of synapse organization			IBA	PTN002805037 Q14012 RGD:629473 	J:161428 	
MGI:1098535	Camk1	calcium/calmodulin-dependent protein kinase I	6		regulation of synapse organization			ISO	RGD:629473 	J:155856 	
MGI:88257	Camk2b	calcium/calmodulin-dependent protein kinase II, beta	11		positive regulation of dendritic spine morphogenesis			ISO	RGD:2262 	J:155856 	
MGI:88257	Camk2b	calcium/calmodulin-dependent protein kinase II, beta	11		positive regulation of dendritic spine morphogenesis			ISS	P08413 	J:342587 	
MGI:88257	Camk2b	calcium/calmodulin-dependent protein kinase II, beta	11		positive regulation of synapse maturation			ISO	RGD:2262 	J:155856 	
MGI:88257	Camk2b	calcium/calmodulin-dependent protein kinase II, beta	11		positive regulation of synapse maturation			ISS	P08413 	J:342587 	
MGI:88257	Camk2b	calcium/calmodulin-dependent protein kinase II, beta	11		regulation of synapse maturation			ISO	RGD:2262 	J:155856 	
MGI:2384296	Camkv	CaM kinase-like vesicle-associated	9		regulation of modification of postsynaptic structure	happens in glutamatergic synapse,happens in hippocampal formation		IDA		J:242635 	
MGI:2384296	Camkv	CaM kinase-like vesicle-associated	9		regulation of modification of postsynaptic structure	happens in glutamatergic synapse,happens in hippocampal formation		IMP		J:242635 	
MGI:88262	Cap1	cyclase associated actin cytoskeleton regulatory protein 1	4		modification of postsynaptic actin cytoskeleton	happens in glutamatergic synapse,happens in hippocampal formation		IDA		J:347325 	
MGI:88262	Cap1	cyclase associated actin cytoskeleton regulatory protein 1	4		modification of postsynaptic actin cytoskeleton	happens in glutamatergic synapse,happens in hippocampal formation		IMP		J:347325 	
MGI:1914502	Cap2	cyclase associated actin cytoskeleton regulatory protein 2	13		presynaptic actin cytoskeleton organization	happens in cerebral cortex		IDA		J:240329 	
MGI:1914502	Cap2	cyclase associated actin cytoskeleton regulatory protein 2	13		presynaptic actin cytoskeleton organization	happens in cerebral cortex		IEP		J:240329 	
MGI:1914502	Cap2	cyclase associated actin cytoskeleton regulatory protein 2	13		presynaptic actin cytoskeleton organization	happens in cerebral cortex		IMP		J:240329 	
MGI:1858234	Caprin1	cell cycle associated protein 1	2		positive regulation of dendritic spine morphogenesis			IMP		J:168380 	
MGI:1858234	Caprin1	cell cycle associated protein 1	2		synapse assembly			IMP	MGI:4838547 	J:164650 	
MGI:1858234	Caprin1	cell cycle associated protein 1	2		synapse organization			IMP	MGI:4838547 	J:164650 	
MGI:2448541	Caprin2	caprin family member 2	6		positive regulation of dendritic spine morphogenesis			IMP		J:168380 	
MGI:2448573	Carmil3	capping protein regulator and myosin 1 linker 3	14		regulation of postsynapse assembly	happens in glutamatergic synapse,happens in hippocampal formation		IDA		J:270494 	
MGI:2448573	Carmil3	capping protein regulator and myosin 1 linker 3	14		regulation of postsynapse assembly	happens in glutamatergic synapse,happens in hippocampal formation		IMP		J:270494 	
MGI:1309489	Cask	calcium/calmodulin dependent serine protein kinase	X		positive regulation of dendritic spine morphogenesis			ISO	RGD:62004 	J:155856 	
MGI:2442952	Caskin1	CASK interacting protein 1	17		regulation of postsynaptic density assembly	happens in glutamatergic synapse,happens in hippocampal formation		IDA		J:297862 	
MGI:2442952	Caskin1	CASK interacting protein 1	17		regulation of postsynaptic density assembly	happens in glutamatergic synapse,happens in hippocampal formation		IMP		J:297862 	
MGI:88281	Cbln1	cerebellin 1 precursor protein	8		maintenance of synapse structure			IBA	MGI:88281 PTN002740895 	J:161428 	
MGI:88281	Cbln1	cerebellin 1 precursor protein	8		maintenance of synapse structure			IMP		J:261984 	
MGI:88281	Cbln1	cerebellin 1 precursor protein	8		negative regulation of inhibitory synapse assembly			IMP		J:228490 	
MGI:88281	Cbln1	cerebellin 1 precursor protein	8		positive regulation of synapse assembly	positively regulates synapse assembly		IDA		J:171950 	
MGI:88281	Cbln1	cerebellin 1 precursor protein	8		positive regulation of synapse assembly	positively regulates synapse assembly		IGI	MGI:1096391 	J:171950 	
MGI:88281	Cbln1	cerebellin 1 precursor protein	8		regulation of postsynaptic density assembly	happens in glutamatergic synapse,happens in cerebellum		IDA		J:159100 	
MGI:88281	Cbln1	cerebellin 1 precursor protein	8		regulation of postsynaptic density assembly	happens in glutamatergic synapse,happens in cerebellum		IMP		J:159100 	
MGI:88281	Cbln1	cerebellin 1 precursor protein	8		regulation of presynapse assembly	happens in glutamatergic synapse,happens in cerebellum		IDA		J:159100 	
MGI:88281	Cbln1	cerebellin 1 precursor protein	8		regulation of presynapse assembly	happens in glutamatergic synapse,happens in cerebellum,happens in glutamatergic synapse,happens in hippocampal formation		IDA		J:177327 	
MGI:88281	Cbln1	cerebellin 1 precursor protein	8		regulation of presynapse assembly	happens in glutamatergic synapse,happens in cerebellum		IMP		J:159100 	
MGI:88281	Cbln1	cerebellin 1 precursor protein	8		regulation of presynapse assembly	happens in glutamatergic synapse,happens in hippocampal formation,happens in glutamatergic synapse,happens in cerebellum		IMP		J:177327 	
MGI:88281	Cbln1	cerebellin 1 precursor protein	8		synapse assembly	happens in cerebral cortex,happens in CNS neuron (sensu Vertebrata)		IDA		J:171950 	
MGI:88281	Cbln1	cerebellin 1 precursor protein	8		synapse assembly	happens in CNS neuron (sensu Vertebrata),happens in cerebral cortex		IGI	MGI:1096391 	J:171950 	
MGI:88281	Cbln1	cerebellin 1 precursor protein	8		synapse organization			IMP		J:261984 	
MGI:88282	Cbln2	cerebellin 2 precursor protein	18		maintenance of synapse structure			IBA	MGI:88282 PTN002740918 	J:161428 	
MGI:88282	Cbln2	cerebellin 2 precursor protein	18		maintenance of synapse structure			IMP		J:261984 	
MGI:88282	Cbln2	cerebellin 2 precursor protein	18		positive regulation of synapse assembly	positively regulates synapse assembly		IDA		J:171950 	
MGI:88282	Cbln2	cerebellin 2 precursor protein	18		synapse assembly	happens in CNS neuron (sensu Vertebrata),happens in cerebral cortex		IDA		J:171950 	
MGI:88282	Cbln2	cerebellin 2 precursor protein	18		synapse organization			IMP		J:261984 	
MGI:1889286	Cbln3	cerebellin 3 precursor protein	14		maintenance of synapse structure			IBA	MGI:88282 PTN002740918 	J:161428 	
MGI:2154433	Cbln4	cerebellin 4 precursor protein	2		inhibitory synapse assembly			IMP		J:272493 	
MGI:2154433	Cbln4	cerebellin 4 precursor protein	2		inhibitory synapse assembly			IMP		J:282616 	
MGI:2384831	Cc2d1a	coiled-coil and C2 domain containing 1A	8		regulation of postsynapse assembly	happens in glutamatergic synapse,happens in cerebral cortex		IDA		J:241103 	
MGI:2384831	Cc2d1a	coiled-coil and C2 domain containing 1A	8		regulation of postsynapse assembly	happens in glutamatergic synapse,happens in cerebral cortex		IMP		J:241103 	
MGI:1289263	Ccdc39	coiled-coil domain containing 39	3		synapse maturation			IMP		J:352473 	
MGI:1330281	Cd2ap	CD2-associated protein	17		synapse organization	happens in neuromuscular junction		IDA		J:288385 	
MGI:1330281	Cd2ap	CD2-associated protein	17		synapse organization	happens in neuromuscular junction		IEP		J:288385 	
MGI:1330281	Cd2ap	CD2-associated protein	17		synapse organization	happens in neuromuscular junction		IMP		J:288385 	
MGI:96617	Cd47	CD47 antigen (Rh-related antigen, integrin-associated signal transducer)	16		regulation of synapse pruning	happens in glutamatergic synapse,happens in retina,happens in glutamatergic synapse,happens in thalamus		IDA		J:268836 	
MGI:96617	Cd47	CD47 antigen (Rh-related antigen, integrin-associated signal transducer)	16		regulation of synapse pruning	happens in glutamatergic synapse,happens in thalamus,happens in glutamatergic synapse,happens in retina		IEP		J:268836 	
MGI:96617	Cd47	CD47 antigen (Rh-related antigen, integrin-associated signal transducer)	16		regulation of synapse pruning	happens in glutamatergic synapse,happens in retina,happens in glutamatergic synapse,happens in thalamus		IMP		J:268836 	
MGI:1859866	Cdc20	cell division cycle 20	4		positive regulation of synapse maturation			IDA		J:172950 	
MGI:106211	Cdc42	cell division cycle 42	4		dendritic spine morphogenesis			IMP		J:239194 	
MGI:106211	Cdc42	cell division cycle 42	4		modification of synaptic structure			ISO	RGD:71043 	J:155856 	
MGI:106211	Cdc42	cell division cycle 42	4		positive regulation of synapse structural plasticity			ISO	RGD:71043 	J:155856 	
MGI:106211	Cdc42	cell division cycle 42	4		regulation of modification of postsynaptic structure			ISO	RGD:71043 	J:155856 	
MGI:106211	Cdc42	cell division cycle 42	4		regulation of postsynapse organization	happens in glutamatergic synapse,happens in hippocampal formation		IDA		J:239194 	
MGI:106211	Cdc42	cell division cycle 42	4		regulation of postsynapse organization	happens in glutamatergic synapse,happens in hippocampal formation		IMP		J:239194 	
MGI:88354	Cdh1	cadherin 1	8		synapse assembly			IBA	PTN000616414 RGD:69279 	J:161428 	
MGI:88354	Cdh1	cadherin 1	8		synapse assembly			ISO	RGD:69279 	J:155856 	
MGI:88355	Cdh2	cadherin 2	18		neuroligin clustering involved in postsynaptic membrane assembly	happens in hippocampal pyramidal neuron,happens in hippocampus CA3		IMP		J:161278 	
MGI:88355	Cdh2	cadherin 2	18		regulation of postsynaptic density protein 95 clustering	happens in neuron		IMP		J:161278 	
MGI:88355	Cdh2	cadherin 2	18		synapse assembly			IBA	MGI:88355 PTN002771722 RGD:69280 	J:161428 	
MGI:88355	Cdh2	cadherin 2	18		synapse assembly			ISO	RGD:69280 	J:155856 	
MGI:107435	Cdh6	cadherin 6	15		synaptic membrane adhesion			IBA	MGI:107433 MGI:107435 MGI:107436 PTN002771759 RGD:1308343 	J:161428 	
MGI:107435	Cdh6	cadherin 6	15		synaptic membrane adhesion	happens in glutamatergic synapse,happens in hippocampal formation		IDA		J:256032 	
MGI:107435	Cdh6	cadherin 6	15		synaptic membrane adhesion	happens in glutamatergic synapse,happens in hippocampal formation		IMP		J:256032 	
MGI:107434	Cdh8	cadherin 8	8		regulation of synapse organization	happens in retina		IDA		J:214586 	
MGI:107434	Cdh8	cadherin 8	8		regulation of synapse organization	happens in retina		IMP		J:214586 	
MGI:107433	Cdh9	cadherin 9	15		synapse assembly	happens in hippocampal mossy fiber to CA3 synapse		IDA		J:245243 	
MGI:107433	Cdh9	cadherin 9	15		synapse assembly	happens in hippocampal mossy fiber to CA3 synapse		IMP		J:245243 	
MGI:107433	Cdh9	cadherin 9	15		synapse assembly			ISO	RGD:1308343 	J:155856 	
MGI:107433	Cdh9	cadherin 9	15		synaptic membrane adhesion			IBA	MGI:107433 MGI:107435 MGI:107436 PTN002771759 RGD:1308343 	J:161428 	
